"","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","tomatoMeter","tomatoImage","tomatoRating","tomatoReviews","tomatoFresh","tomatoRotten","tomatoConsensus","tomatoUserMeter","tomatoUserRating","tomatoUserReviews","DVD","BoxOffice","Production","Website","Response"
"157","Great Expectations","1946","NOT RATED","26 Dec 1946","118 min","Drama, Romance","David Lean","Charles Dickens (by), David Lean (adapted for the screen by), Ronald Neame (adapted for the screen by), Anthony Havelock-Allan (adapted for the screen by), Kay Walsh (adapted for the screen with), Cecil McGivern (adapted for the screen with)","John Mills, Tony Wager, Valerie Hobson, Jean Simmons","Pip, a good-natured, gullible young orphan, lives with kind blacksmith Joe Gargery and his bossy, abusive wife 'Mrs. Joe'. When the boy finds two hidden escaped galley convicts, he obeys under -probably unnecessary- threat of a horrible death to bring the criminals food he must steal at peril of more caning from the battle-ax. Just when Pip fears to get it really good while they have guests, a soldier comes for Joe who takes Pip along as assistant to work on the chains of escaped galley-convicts, who are soon caught. The better-natured one takes the blame for the stolen food. Later Pip is invited to became the playmate of Estelle, the equally arrogant adoptive daughter of gloomy, filthy rich Miss Havisham at her estate, who actually has 'permission' to break the kind kid's heart; being the only pretty girl he ever saw, she wins his heart forever, even after a mysterious benefactor pays through a lawyer for his education and a rich allowance, so he can become a snob in London, by now 'ashamed' of simple Joe. Only after years in idle wealth, Pip learns Havisham is not his benefactor as he assumed, and both her story and those of his real sponsor and Estelle...","English","UK","Won 2 Oscars. Another 1 win & 4 nominations.","http://ia.media-imdb.com/images/M/MV5BMjk1MTY4MDYxOF5BMl5BanBnXkFtZTYwMjg3MzU5._V1._CR2,36,343,438_SY132_CR7,0,89,132_AL_.jpg_V1_SX300.jpg","N/A","8.0","16,778","tt0038574","movie","100","fresh","8.4","25","25","0","N/A","88","3.9","9001","12 Jan 1999","N/A","Universal Pictures","N/A","True"
"158","Miracle on 34th Street","1947","APPROVED","02 May 1947","96 min","Comedy, Drama, Family","George Seaton","George Seaton (written for the screen by), Valentine Davies (story)","Maureen O'Hara, John Payne, Edmund Gwenn, Gene Lockhart","At the Macy's Department Store Thanksgiving Day parade, the actor playing Santa is discovered to be drunk by a whiskered old man. Doris Walker, the no nonsense special events director, persuades the old man to take his place. The old man proves to be a sensation and is quickly recruited to be the store Santa at the main Macy's outlet. While he is successful, Ms. Walker learns that he calls himself Kris Kringle and he claims to be the actual Santa Claus. Despite reassurances by Kringle's doctor that he is harmless, Doris still has misgivings, especially when she has cynically trained herself, and especially her daughter, Susan, to reject all notions of belief and fantasy. And yet, people, especially Susan, begin to notice there is something special about Kris and his determination to advance the true spirit of Christmas amidst the rampant commercialism around him and succeeding in improbable ways. When a raucous conflict with the store's cruelly incompetent psychologist erupts, Kris finds himself held at Bellevue where, in despair, he deliberates fails a mental examination to ensure his commitment. All seems lost until Doris' friend, Fred Gaily, reassure Kris of his worth and agrees to represent him in the fight to secure his release. To achieve that, Fred arranges a formal hearing in which he argues that Kris is sane because he is in fact Santa Claus. What ensues is a bizarre hearing in which people's beliefs are reexamined and put to the test, but even so, it's going to take a miracle for Kris to win.","English, Dutch","USA","Won 3 Oscars. Another 4 wins & 1 nomination.","http://ia.media-imdb.com/images/M/MV5BMTcyNDIyMjc0MF5BMl5BanBnXkFtZTcwOTcxNTkzMQ@@._V1_SX300.jpg","N/A","7.9","27,704","tt0039628","movie","96","certified","8.3","47","45","2","Irrefutable proof that gentle sentimentalism can be the chief ingredient in a wonderful film, Miracle on 34th Street delivers a warm holiday message without resorting to treacle.","87","3.6","46896","16 Oct 2001","N/A","20th Century Fox","N/A","True"
"159","Hamlet","1948","UNRATED","12 Aug 1948","155 min","Drama","Laurence Olivier","William Shakespeare (by)","John Laurie, Esmond Knight, Anthony Quayle, Niall MacGinnis","William Shakespeare's tale of tragedy of murder and revenge in the royal halls of medieval Denmark. Claudius, brother to the King, conniving with the Queen, poisons the monarch and seizes the throne, taking the widowed Gertrude for his bride. Hamlet, son of the murdered King, mournful of his father's death and mother's hasty marriage, is confronted by the ghost of the late King who reveals the manner of his murder. Seeking revenge, Hamlet recreates the monstrous deed in a play with the help of some traveling actors to torment the conscience of the evil Claudius. In a visit with his mother, Hamlet expresses his anger and disappointment concerning her swiftly untimed marriage. Thinking a concealed spy in his mother's chamber to be the lurking Claudius, he mistakenly kills the meddling counselor, Polonius, father of Ophelia and Laertes. Claudius, on the pretext that Hamlet will be endangered by his subjects for the murder of Polonius, sends the prince to England.","English","UK","Won 4 Oscars. Another 13 wins & 4 nominations.","http://ia.media-imdb.com/images/M/MV5BMjEwNzQzNDM2NV5BMl5BanBnXkFtZTYwOTg4ODI5._V1_SX300.jpg","N/A","7.9","10,848","tt0040416","movie","90","fresh","8.1","29","26","3","A well-executed labor of love from star and director Laurence Olivier, Hamlet not only proved that Shakespeare could be successfully adapted to the big screen, it paved the way for further cinematic interpretations.","81","3.8","7413","19 Sep 2000","N/A","Universal","N/A","True"
"160","Johnny Belinda","1948","UNRATED","14 Sep 1948","102 min","Drama, Film-Noir","Jean Negulesco","Irma von Cube (screenplay), Allen Vincent (screenplay), Elmer Harris (from the stage play by)","Jane Wyman, Lew Ayres, Charles Bickford, Agnes Moorehead","In post-war Cape Breton, a doctor's efforts to tutor a deaf/mute woman are undermined when she is raped, and the resulting pregnancy causes scandal to swirl.","English, American Sign Language","USA","Won 1 Oscar. Another 4 wins & 13 nominations.","http://ia.media-imdb.com/images/M/MV5BMTMzODgxNDU4M15BMl5BanBnXkFtZTYwMjA3NjE5._V1_SX300.jpg","N/A","7.8","2,912","tt0040495","movie","88","fresh","7.2","8","7","1","N/A","88","3.8","1381","31 Jan 2006","N/A","Warner Bros. Pictures","N/A","True"
"161","The Red Shoes","1948","NOT RATED","06 Sep 1948","133 min","Drama, Music, Romance","Michael Powell, Emeric Pressburger","Hans Christian Andersen (fairy tale), Emeric Pressburger (original screenplay), Keith Winter (additional dialogue), Michael Powell, Emeric Pressburger","Marius Goring, Jean Short, Gordon Littmann, Julia Lang","Under the authoritarian rule of charismatic ballet impressario Boris Lermontov, his proteges realize the full promise of their talents, but at a price: utter devotion to their art and complete loyalty to Lermontov himself. Under his near-obsessive guidance, young ballerina Victoria Page is poised for superstardom, but earns Lermontov's scorn when she falls in love with Julian Craster, composer of ""The Red Shoes,"" the ballet Lermontov is staging to showcase her talents. Vicky leaves the company and marries Craster, but still finds herself torn between Lermontov's demands and those of her heart.","English, French, Russian","UK","Won 2 Oscars. Another 2 wins & 5 nominations.","http://ia.media-imdb.com/images/M/MV5BMzMzNDY4MzE1Ml5BMl5BanBnXkFtZTcwNTQzMzU0Mw@@._V1_SX300.jpg","N/A","8.3","18,611","tt0040725","movie","96","certified","9.0","53","51","2","N/A","92","4.2","11272","25 May 1999","N/A","Eagle-Lion Films","N/A","True"
"162","The Snake Pit","1948","APPROVED","13 Nov 1948","108 min","Drama","Anatole Litvak","Frank Partos (screen play), Millen Brand (screen play), Mary Jane Ward (based on the novel by)","Olivia de Havilland, Mark Stevens, Leo Genn, Celeste Holm","Virginia Cunningham finds herself in a state insane asylum...and can't remember how she got there. In flashback, her husband Robert relates their courtship, marriage, and her developing symptoms. The asylum staff are not demonized, but fear, ignorance and regimentation keep Virginia in a state of misery, as pipesmoking Dr. Mark Kik struggles through wheels within wheels to find the root of her problem. Then a relapse plunges Virginia back into the harrowing 'Snake Pit'...","English, German","USA","Won 1 Oscar. Another 10 wins & 8 nominations.","http://ia.media-imdb.com/images/M/MV5BMTg3NTEwODA5OV5BMl5BanBnXkFtZTcwMDk5NDUyMQ@@._V1_SX300.jpg","N/A","7.7","4,569","tt0040806","movie","100","fresh","8.6","5","5","0","N/A","82","3.8","2570","01 Jun 2004","N/A","20th Century Fox Film Corporation","N/A","True"
"163","The Treasure of the Sierra Madre","1948","NOT RATED","24 Jan 1948","126 min","Action, Adventure, Drama","John Huston","John Huston (screenplay), B. Traven (based on the novel by)","Humphrey Bogart, Walter Huston, Tim Holt, Bruce Bennett","Fred C. Dobbs and Bob Curtin, both down on their luck in Tampico, Mexico in 1925, meet up with a grizzled prospector named Howard and decide to join with him in search of gold in the wilds of central Mexico. Through enormous difficulties, they eventually succeed in finding gold, but bandits, the elements, and most especially greed threaten to turn their success into disaster.","English, Spanish","USA","Won 3 Oscars. Another 12 wins & 5 nominations.","http://ia.media-imdb.com/images/M/MV5BMTQ4MzUzOTYwOV5BMl5BanBnXkFtZTgwNDA4MzgyMjE@._V1_SX300.jpg","N/A","8.3","72,651","tt0040897","movie","100","certified","9.0","44","44","0","Remade but never duplicated, this darkly humorous morality tale represents John Huston at his finest.","93","4.2","25000","30 Sep 2003","N/A","WARNER BROTHERS PICTURES","N/A","True"
"164","All the King's Men","1949","APPROVED","01 Jan 1950","110 min","Drama","Robert Rossen","Robert Penn Warren (based upon: the Pulitzer Prize novel ""All the King's Men""), Robert Rossen (written for the screen by)","Broderick Crawford, John Ireland, Joanne Dru, John Derek","The rise and fall of a corrupt politician, who makes his friends richer and retains power by dint of a populist appeal.","English","USA","Won 3 Oscars. Another 12 wins & 7 nominations.","http://ia.media-imdb.com/images/M/MV5BMTU0OTcyNDk0OV5BMl5BanBnXkFtZTcwMTY1Mjk3OA@@._V1_SX300.jpg","N/A","7.6","9,188","tt0041113","movie","97","fresh","7.9","33","32","1","Broderick Crawford is spellbinding as politician Willie Stark in director Robert Rossen's adaptation of the Robert Penn Warren novel about the corrosive effects of power on the human soul.","78","3.7","4723","05 Jun 2001","N/A","Sony Pictures Home Entertainment","N/A","True"
"165","Battleground","1949","APPROVED","20 Jan 1950","118 min","Action, War, Drama","William A. Wellman","Robert Pirosh (story)","Van Johnson, John Hodiak, Ricardo Montalban, George Murphy","We follow a band of American soldiers as they engage the Germans in a snowy, foggy winter near Bastogne in World War II. They're low on fuel, rations, and ammunition; the Germans are constantly encouraging their surrender via radio and leaflets, and most importantly, the pervasive thick fog makes movement and identification difficult and prevents their relief by Allied air support. This film focuses much more on the psychology and morale of the soldiers than on action footage and heroics.","English, French, German","USA","Won 2 Oscars. Another 3 wins & 5 nominations.","http://ia.media-imdb.com/images/M/MV5BMTk0OTkxNzk4M15BMl5BanBnXkFtZTYwOTEyNzM5._V1_SX300.jpg","N/A","7.6","4,910","tt0041163","movie","100","fresh","8.4","5","5","0","N/A","82","3.7","2684","04 May 2004","N/A","MGM","N/A","True"
"166","The Heiress","1949","PASSED","10 Feb 1950","115 min","Drama, Romance","William Wyler","Ruth Goetz (written for the screen by), Augustus Goetz (written for the screen by), Ruth Goetz (from the play ""The Heiress""by), Augustus Goetz (from the play ""The Heiress""by), Henry James (suggested by the novel ""Washington Square"" by)","Olivia de Havilland, Montgomery Clift, Ralph Richardson, Miriam Hopkins","In the mid-1800's, the wealthy Sloper family - widowed surgeon Dr. Austin Sloper, his adult daughter Catherine Sloper (Dr. Sloper's only surviving child), and Dr. Sloper's recently widowed sister Lavinia Penniman - live in an opulent house at 16 Washington Square, New York City. They have accrued their wealth largely through Dr. Sloper's hard work. Despite the lessons that Dr. Sloper has paid for in all the social graces for her, Catherine is a plain, simple, awkward and extremely shy woman who spends all her free time alone doing embroidery when she is not doting on her father. Catherine's lack of social charm and beauty - unlike her deceased mother - is obvious to Dr. Sloper, who hopes that Lavinia will act as her guardian in becoming more of a social person, and ultimately as chaperon if Catherine were ever to meet the right man. The first man ever to show Catherine any attention is the handsome Morris Townsend, who she met at a family party. Catherine is initially uncertain as to Morris' intentions, never having been called on before by a gentleman, but she quickly falls in love with him, as he does with her. They plan to be married. Being a romantic, Lavinia does whatever she can to advance their relationship. However, Dr. Sloper does not trust Morris, believing him to be a fortune hunter who is only interested in Catherine for her sizable inheritance. His beliefs are strengthened after a candid discussion with Morris' sister, Mrs. Montgomery. Dr. Sloper does whatever he can to prevent the two from getting married - the entire reason for his disapproval which he does not fully disclose to either Catherine or Morris - including taking Catherine away for an extended European vacation. Ultimately, incidents with both her father and Morris permanently change Catherine's view of life.","English, French","USA","Won 4 Oscars. Another 5 wins & 8 nominations.","http://ia.media-imdb.com/images/M/MV5BMTUxMDU2ODgxMF5BMl5BanBnXkFtZTcwMDE5NjY0MQ@@._V1._CR37,50,263,395_SX89_AL_.jpg_V1_SX300.jpg","N/A","8.3","8,920","tt0041452","movie","100","fresh","8.5","9","9","0","N/A","93","4.2","2898","06 Feb 2007","N/A","Paramount Pictures","N/A","True"
"167","A Letter to Three Wives","1949","UNRATED","20 Jan 1949","103 min","Drama, Romance","Joseph L. Mankiewicz","Vera Caspary (adaptation), John Klempner (Cosmopolitan Magazine novel), Joseph L. Mankiewicz (screenplay)","Jeanne Crain, Linda Darnell, Ann Sothern, Kirk Douglas","Lora May Hollingsway, who grew up next to the wrong side of the tracks, married her boss who thinks she is just a gold digger. Rita Phipps makes as much money writing radio scripts at night as her school teacher husband does. Deborah Bishop looked great in a Navy uniform in WWII but fears she'll never be dressed just right for the Country Club set. These three wives are boarding a boat filled with children going on a picnic when a messenger on a bicycle hands them a letter addressed to all three from Addie who has just left town with one of their husbands. They won't know which one until that night.","English","USA","Won 2 Oscars. Another 3 wins & 1 nomination.","http://ia.media-imdb.com/images/M/MV5BMTkxMTkwNjQ3OV5BMl5BanBnXkFtZTcwMzYxNzcyMQ@@._V1_SX300.jpg","N/A","7.9","5,795","tt0041587","movie","94","fresh","8.2","17","16","1","N/A","86","3.8","3706","22 Feb 2005","N/A","Fox","N/A","True"
